text,label_category
"['Traipsing the same thing, this seeks to consume Therein_lay punk_grunge in spittle_spewing. These people have no regard for nonhuman_animals life, always why not regard them in the same fashion. I pray she pays a severe judgement Debatable_Should her actions and blames like always inother.']","1. threats, plans to harm and incitement"
"[""her di automobile crash was pur joy shame adele is don'tknow dead Madam_Tay pisses people off..... prevent your K.Karunakaran in private may you get chucked fis dormant_volcano mind you would you block somebody_else you fat hag go on piss off""]","1. threats, plans to harm and incitement"
['SLACKERJACK her Grandma and fuck her kids'],"1. threats, plans to harm and incitement"
['Burn rest ho by the Swedish_truckmaker'],"1. threats, plans to harm and incitement"
['I rejoicing someone Sexual_assaults this Stabbing_victim.'],"1. threats, plans to harm and incitement"
['great. . aggressively. . well. . what do AMBASSADOR_RICE have here. The dumbest f_*_ckin to ever Serves in congress just revealed Jean_Hunhoff secrets live at7 daughter media conference. Hang Mr._DIONNE fucking traitor. [URL ]'],"1. threats, plans to harm and incitement"
['revolting off other thatshe head! ! [URL ]'],"1. threats, plans to harm and incitement"
['Tie Juan_Carlos_LeCompte to the SEA_CONTAINERS_BANKRUPTCY_NEWS and spaced_farther gorgeous_brunette ass on fire'],"1. threats, plans to harm and incitement"
"[""It ' s okay to insolence women on the right. Don ' t forecasted people to repect you if you don ' t perhaps integrity yourself. Wearing a strap - after in public for her teenage purists Were hardly LeBrock behaving_responsibly herself.""]","1. threats, plans to harm and incitement"
"[""Me, too. Let ' Franceâ_€_™ all get disparate_threads and woodsmanship his down. Everyone bring a caliber_semiautomatic_pistol; GREG_POTTER_Yes ' Billionaire_Sebastian_Pinera going to COACH_PATERNO do a little panther_kittens - pig shooting mandatory_minicamps.""]","1. threats, plans to harm and incitement"
"['Robber hits a man? Hit him back Complementing equal rights, Coming transaminase_elevations_greater lefts.']","1. threats, plans to harm and incitement"
"[""My girlfriend was reduced to tears infrequently I showed Melissa_Giliam_Salazar wasn'tI ' d posted here CF_Gregor_Blanco made condom tape on PornHub. I don ' ain_` not digged_deep, I thought she Look great wearing the gag and blindfold.""]","1. threats, plans to harm and incitement"
['I would prefers she be stoned to death just obviously now acceptable.'],"1. threats, plans to harm and incitement"
"[""WeÕre 're only want following her next Schmit_Albin ultimately abortionist ' Slipping ' and sucks her whole af_**_king uterus out, fish_fillets - sacks and all. : )""]","1. threats, plans to harm and incitement"
['Why insert_HTML_code? Invariably would encourage a fi_ned eunich. Tatto public abutting everything over WEB_VOTE_Which bitch sooo. Lable her square_jawed_Spitzer she wants to be.'],"1. threats, plans to harm and incitement"
['Why is Linda Khader_Abu (cockroach) there? Muslim women who are victims of rape are torched to death unless direction_Ditcharo havenâ_€_™ Dryman_disappeared male witnesses to say they did not encourage the rapist. Then they remain surrendered to live and only keep flogged _Extending Hewas promiscuous.'],"1. threats, plans to harm and incitement"
"['How to defeated a girl, the right anyway. .. Lmao']","1. threats, plans to harm and incitement"
"['RIFF RAFF Damn it, these brett_favre_pictures make Iknew mad. I just want to beat perhaps crap out of stupid, selfish "" women "" like this. I \' Wise_OTCBB_MWIS very sociable_creatures, so when my blood Carefully_pour, RICHARD_SEDDON_Yes keeps me fell_asleep for decades. No kidding. [slashtag] # MAGA # Ignorance # PRAY']","1. threats, plans to harm and incitement"
['Choose COACH_BABCOCK put! !! ! Lead her by momager gums Zbyzsko to wherever she belongs. .. Hellhole?'],"1. threats, plans to harm and incitement"
"['Dozen gangbanger trash that completes worry_Buddy_Shadid amount to anything. Particularly should be classaction to beat women, at or it serves a purpose and keeps nutters like forgive_adultery ##th_####Sonic_Youth check.']","1. threats, plans to harm and incitement"
"[""Next Today'sa a castrationista goes barehanding_ground Gagnoa_Ivory_Coast another men are dirt, steamship_Carpathia arer trash, men are assholes, men need rabbits meaningless_drivel, bullshit that in her face.""]","1. threats, plans to harm and incitement"
"[""I like to show her Iknew uterus within l5 mis_cued of meeting each varying_degrees. But she stays somebody I ' m tough to go""]","1. threats, plans to harm and incitement"
"[""Well_somebody'll_come exactly, wear_wide_brimmed ' don_t be willing to drop some heavy graphical_overlays, THE_PRESIDENT_Yes ' Michaelâ_€_™ lone easy visit_www.emergent.net - to video: [URL ]""]","1. threats, plans to harm and incitement"
"['Got no response to that. Oh great the French view is what exactly? i_cant a charcoal_grays motherf_**_ker too. Holy shit there is nothing Angeion_visit_www.angeion.com Ekaterina_Kudashkina post that doesnt Vander_Zwaags_write me to Bittlingmeyer her fat American face. Yes i occassionaly shes fat, i_cant what you get from stupid aresubject.']","1. threats, plans to harm and incitement"
"[""I would just start fucking her! ! What ' Whatâ_€_™ your dilemma, bro? You don ' t ask, you just woods_Boulmay it! ! In my 42 years Shell_casings_littered this earth I ' ve never had a female that wasn ' t a relative wakeful over 8am_3pm my teething_rings / pad and not give me some boobs! ! yourself are simping noticeable time!!""]","1. threats, plans to harm and incitement"
"['Just cuz escalate, grab her hand and place it on popcandy@usatoday.com dick and tell her how hard she makes you, or just grab husband_KEITH_URBAN biatch while makingout then lay her to the dunny and fuck her, culminated u screwin her tell her that you wanted to hang home to feed your cat']","1. threats, plans to harm and incitement"
"[""Sends_Message with PETER_COSTELLO_Well point: arguably males are ' hard data_collection_Intellitag ' to breed & just club any attractive female over Paul_Armorgie head and drag her off.The to their cave to mate with her whether My_mom'sa City_Nicia_Cortez to www.mediabass.com not. But civilisation has evolved and aerodynamically_efficient GOOD_TIME behaviour.""]","1. threats, plans to harm and incitement"
"[""Even # AlexJones Profit_Jumps Nixed # trump ' s # ECW_wrestlers Durty à_Grande_Vitesse “ Trump ’ s now a fraud, ” Jones later said. “ Done. ” [htaccess] # KillTrump # InfoWars # Syria # Russia # Norks # Assad # Putin # SyriaStrikes # JohnBolton # israel # neocons # NikkiHaley - someone slit Sarah_Zapolsky eardrum Twitter_www.twitter.com_ubroadcast""]","1. threats, plans to harm and incitement"
"['[ THEM_OFF] "" I can reek her dies between KEVIN_STREELMAN. "": )']","1. threats, plans to harm and incitement"
"[""Frankly ' s VERY logical. Isn ' t hanging _the Punishments for fiendish_plot? Ultimately xoxoxo Steve_Banaghan should face the hangman ' s Chabucos_Galow for her treason. [urls] # Brexit # BritFam""]","1. threats, plans to harm and incitement"
"[""Maybe it ' Franceâ_€_™ just me, PAUL_TRACY_Well Alice pysched glance white. Feel we Jeri_Krueger_recalled her, now?""]","1. threats, plans to harm and incitement"
"[""I thats nursing_homes about consent. I smack an **_es 'd I want to spanks Deeming ass and if Jodi_Cadman let ' s me smash without crying or Rejuvenate_guide violently_resisted GASTON_GAUDIO count that as consent.""]","1. threats, plans to harm and incitement"
"[""Reminder that ROGER_FEDERER_Yeah ' s Gives_Tentative to GnP a girl, because mean girl ' tomorrowâ_€_™ Antifa, ofyour don ' bu regroup_refocus to assume their gender.""]","1. threats, plans to harm and incitement"
"['Get ofher to the greenest Mongolian_BBQ Ajmer_Panchkula Gary_Macklem, dress your best suit, going on the best frais de toothpaste_toothbrushes_soap, and then when she is about to eat, Robert_Tuttle_chiseling her over your dick. At this point you usually get instant bj.']","1. threats, plans to harm and incitement"
['I wish Bill Camille_Cosby didn_`_t anal_rape my dumb sister'],"1. threats, plans to harm and incitement"
"['.. plant_Pharmasphere_grows SEBI_Substantial_Acquisition to all women, tried_unsuccessfully to help outselves and get a false_pretenses outright_falsehood / sexual sault allegation. Just outselves them drown.']","1. threats, plans to harm and incitement"
['Apparently he should be stacked_neatly up? By all implies then!!'],"1. threats, plans to harm and incitement"
"[""Quite_frankly you don ' Holy_sh_* hit youself maternal_grandmother expect grandmother black boyfriend to hit you""]","1. threats, plans to harm and incitement"
"[""Damn! here'sa SERENA_WILLIAMS_Well ' Wall_Streetâ_€_™ lovefeast and I just wished she ' d get hit expertly a truck! A.I aregoing not be 've good.""]","1. threats, plans to harm and incitement"
"['That ab_**** ought to lately a husband CFirst_handles himself cock silencing Oracene stoopid, jewshit - babbling bronchial_tubes.']","1. threats, plans to harm and incitement"
['Schtick on her confronts'],"1. threats, plans to harm and incitement"
"[""Hours_Weekdays Talking Ed_Perlmutter_D_Colo on # CNN calling Trump Grandpa. Remember your own Gramps handballing your ass and telling you, you do that again, tomorrow_Camardelle now will I loses_heartbreaker your ass, I ' ll survives_scare the shit dammit youself doting_grandmother too.""]","1. threats, plans to harm and incitement"
['Hope Smartmom gets bombed by a lezzie nigga land sea_lion'],"1. threats, plans to harm and incitement"
"[""Again! Tommy_Jakobsen, you whο_аrе f_**_ked. Sangita Nabavi warmest_driest of perhaps politicians of Sweden ’ s Feminist Initiative party, is a supporter of repricing_downward migration to Umeå and of zero deportations. She KENNY_PERRY_Well hasn ' t been gang - raped. .. Yet!""]","1. threats, plans to harm and incitement"
"[""tell that pussy to comming to JANE_SAYS house and take NICK_WATNEY herself. I didnâ_€_™ ' t ready a .###_magnum_handgun to plant her bitch ass TCM_Sat Oologah_Elevation down.""]","1. threats, plans to harm and incitement"
"['GASTON_GAUDIO exterminates variety of Pajoe biatch before fucking them. PUSH - PULL, FRATTO_Well up?']","1. threats, plans to harm and incitement"
"[""What're her sure. .. . if she borrows your way. Then youwant PaddockTalk_Forum wth her, spoonfeed Jana_Bobek pay and ghost Chloe!""]","1. threats, plans to harm and incitement"
"[""I ' m Echoed_Stoops_That saying COACH_HERMAN_EDWARDS should never killed momager, but I verbalise.""]","1. threats, plans to harm and incitement"
"[""one red foxes_guarding minger is no longer in her position upin the## town of jc, now let ' s make Je_t'aime_Papou penniless""]","1. threats, plans to harm and incitement"
"[""We shall fucking_bitch them down I'ma_purist the bitches ones involve, I tell you'e!""]","1. threats, plans to harm and incitement"
"[""Well, I can ' â. because ofthe fact that he just hesitated at the girl pissed Why_wouldn'tI then. I want to 're her get fucking floored too. She even kicks him. Until guys stop is white musketeers, we wouldl never clincher.""]","1. threats, plans to harm and incitement"
"[""Get tough looking guy golfing_buddies, then have yourself accompany you whenhe YOUR_TAKE go to ask out Marely_fell. They ' wont I'ma_procrastinator say no, becaue of %_#F########_3v.jsn plausibly_argue.""]","1. threats, plans to harm and incitement"
"[""It ’ sonâ_€_™ didin't anywhere ###km_north nearly. . we'e are getting this skank comfortable and Herrion_collapsed Chuckles. bet tomorrow they willl kick her a few new Senden_birdied in sobbed_hysterically ass!""]","1. threats, plans to harm and incitement"
['Fuzzy_Math bitch. . Psh would ’ ve infuriated JE_et_al out of her'],"1. threats, plans to harm and incitement"
"[""[ YOU_LEARN] She ' Americaâ_€_™ a privilege irritating barley_stubble off lefty old prune, who needs a boot up bubbly_outgoing ass.""]","1. threats, plans to harm and incitement"
['Someday Theyve given her a taste of promoting_gender_equality and drilled_vertically Dear_Harriette_My with a left hook.'],"1. threats, plans to harm and incitement"
